"country","gender","age","relationship_status","freedom_of_choice","satisfaction"
"Korea","female",27,"single",2,7
"Korea","male",34,"single",6,9
"Korea","female",48,"married",8,6
"Korea","male",69,"married",7,7
"Korea","female",53,"married",7,7
"Korea","female",37,"married",5,8
"Korea","male",55,"married",7,8
"Korea","female",61,"married",6,6
"Korea","male",49,"single",8,2
"Korea","male",25,"single",8,7
"Korea","male",46,"single",8,7
"Korea","female",53,"married",7,6
"Korea","male",35,"married",8,8
"Korea","female",50,"married",7,7
"Korea","male",59,"married",7,6
"Korea","female",73,"married",7,6
"Korea","male",53,"married",8,8
"Korea","female",37,"married",7,7
"Korea","male",36,"married",7,7
"Korea","female",53,"married",7,7
"Korea","male",43,"married",8,7
"Korea","female",50,"married",8,7
"Korea","female",61,"married",4,5
"Korea","female",25,"single",8,7
"Korea","male",41,"married",8,7
"Korea","female",53,"married",8,6
"Korea","male",65,"married",9,5
"Korea","male",57,"married",7,6
"Korea","female",37,"married",8,8
"Korea","female",63,"married",8,7
"Korea","female",40,"married",6,8
"Korea","male",25,"single",7,5
"Korea","female",61,"married",7,7
"Korea","female",62,"married",7,7
"Korea","female",64,"married",7,8
"Korea","male",64,"married",6,6
"Korea","male",59,"married",5,7
"Korea","female",40,"married",7,7
"Korea","female",55,"married",7,7
"Korea","female",48,"married",7,6
"Korea","female",58,"married",6,8
"Korea","male",65,"married",7,7
"Korea","male",24,"single",7,8
"Korea","male",46,"single",8,7
"Korea","female",61,"married",8,7
"Korea","male",29,"single",8,7
"Korea","female",25,"single",7,7
"Korea","female",64,"married",8,7
"Korea","female",29,"married",7,7
"Korea","male",49,"married",9,8
"Korea","female",21,"single",7,7
"Korea","male",33,"married",8,7
"Korea","male",35,"single",10,8
"Korea","female",28,"married",8,8
"Korea","male",65,"married",7,6
"Korea","female",25,"single",7,8
"Korea","male",64,"married",9,7
"Korea","male",21,"single",7,7
"Korea","female",21,"single",6,6
"Korea","male",35,"married",7,6
"Korea","male",29,"single",8,8
"Korea","female",60,"married",8,6
"Korea","female",64,"married",8,8
"Korea","male",62,"married",6,6
"Korea","female",61,"married",7,8
"Korea","female",37,"married",10,10
"Korea","male",40,"married",7,7
"Korea","male",46,"married",7,7
"Korea","female",37,"married",8,6
"Korea","male",19,"single",7,7
"Korea","male",40,"married",9,8
"Korea","female",64,"married",6,7
"Korea","female",47,"married",7,6
"Korea","female",21,"single",5,6
"Korea","female",44,"married",10,8
"Korea","male",33,"single",5,6
"Korea","female",51,"married",7,7
"Korea","female",60,"married",7,5
"Korea","female",60,"married",9,9
"Korea","female",18,"single",7,5
"Korea","female",26,"single",7,7
"Korea","male",66,"married",8,8
"Korea","female",45,"single",7,6
"Korea","male",69,"married",6,7
"Korea","female",56,"married",7,8
"Korea","male",50,"married",7,7
"Korea","male",25,"single",8,5
"Korea","male",47,"married",5,6
"Korea","male",26,"single",7,4
"Korea","male",50,"married",7,4
"Korea","female",28,"single",8,8
"Korea","male",45,"married",8,7
"Korea","male",29,"single",8,8
"Korea","male",73,"married",7,7
"Korea","male",57,"married",6,7
"Korea","female",30,"married",7,7
"Korea","female",21,"single",5,6
"Korea","female",30,"single",3,8
"Korea","female",62,"married",8,7
"Korea","male",47,"married",3,8
"Korea","female",38,"married",6,6
"Korea","male",64,"married",8,8
"Korea","male",51,"married",8,7
"Korea","female",57,"married",7,7
"Korea","male",22,"single",7,7
"Korea","female",40,"married",9,8
"Korea","female",86,"married",9,9
"Korea","male",46,"married",8,7
"Korea","female",28,"married",9,8
"Korea","female",35,"married",7,8
"Korea","male",29,"married",5,6
"Korea","male",65,"married",8,7
"Korea","female",41,"married",8,8
"Korea","male",20,"single",8,6
"Korea","female",59,"widowed",7,8
"Korea","male",46,"married",7,7
"Korea","female",32,"married",4,7
"Korea","male",25,"single",7,6
"Korea","male",68,"married",7,5
"Korea","male",23,"single",7,5
"Korea","female",41,"married",7,7
"Korea","female",25,"single",8,8
"Korea","female",38,"married",6,6
"Korea","male",23,"single",6,6
"Korea","male",64,"married",3,3
"Korea","female",19,"single",6,6
"Korea","female",46,"married",4,6
"Korea","female",64,"married",7,6
"Korea","female",61,"married",7,8
"Korea","male",23,"single",7,5
"Korea","male",65,"widowed",9,3
"Korea","female",54,"married",7,7
"Korea","female",46,"married",7,6
"Korea","female",48,"married",7,6
"Korea","male",48,"single",7,7
"Korea","female",49,"married",9,8
"Korea","male",49,"married",8,7
"Korea","female",52,"married",7,8
"Korea","female",52,"married",8,8
"Korea","female",71,"married",7,7
"Korea","male",29,"single",8,7
"Korea","male",53,"married",7,6
"Korea","female",38,"married",7,7
"Korea","female",38,"married",8,7
"Korea","female",27,"single",6,7
"Korea","male",47,"married",7,7
"Korea","male",52,"married",8,7
"Korea","female",47,"married",5,5
"Korea","female",45,"married",8,8
"Korea","male",22,"single",6,6
"Korea","female",61,"widowed",8,7
"Korea","male",58,"married",7,7
"Korea","female",37,"married",8,8
"Korea","male",44,"married",8,8
"Korea","female",52,"married",7,6
"Korea","female",46,"married",8,8
"Korea","female",34,"single",8,9
"Korea","male",27,"single",7,7
"Korea","male",64,"married",7,6
"Korea","male",62,"married",7,6
"Korea","male",52,"married",7,7
"Korea","male",27,"married",7,6
"Korea","female",60,"married",8,7
"Korea","male",47,"married",8,8
"Korea","female",35,"married",5,5
"Korea","male",30,"single",9,8
"Korea","male",45,"married",8,8
"Korea","male",64,"married",8,8
"Korea","female",18,"single",8,5
"Korea","female",22,"single",7,7
"Korea","female",31,"married",10,8
"Korea","male",30,"single",8,7
"Korea","male",58,"married",8,8
"Korea","male",47,"married",5,6
"Korea","male",51,"married",8,7
"Korea","female",56,"married",5,5
"Korea","female",63,"married",5,4
"Korea","female",52,"married",7,7
"Korea","female",36,"married",7,8
"Korea","male",37,"married",8,8
"Korea","male",45,"married",5,7
"Korea","female",51,"married",8,8
"Korea","female",58,"married",7,7
"Korea","male",50,"married",7,8
"Korea","female",47,"married",7,8
"Korea","male",34,"married",5,9
"Korea","female",22,"single",6,6
"Korea","female",65,"married",7,8
"Korea","female",46,"married",7,8
"Korea","female",26,"single",7,8
"Korea","male",52,"married",10,9
"Korea","male",37,"married",8,8
"Korea","male",44,"married",7,6
"Korea","female",47,"married",7,6
"Korea","female",55,"married",5,6
"Korea","male",54,"married",7,6
"Korea","male",64,"married",5,4
"Korea","female",51,"married",7,6
"Korea","female",61,"married",5,7
"Korea","male",69,"divorced",5,6
"Korea","female",64,"married",7,6
"Korea","female",25,"single",8,6
"Korea","female",50,"married",6,6
"Korea","male",48,"married",7,6
"Korea","female",23,"single",7,7
"Korea","female",56,"married",6,7
"Korea","female",48,"married",7,6
"Korea","male",39,"single",6,6
"Korea","female",60,"married",7,6
"Korea","male",60,"married",5,7
"Korea","female",48,"married",6,7
"Korea","male",74,"married",7,7
"Korea","female",62,"married",8,7
"Korea","female",42,"married",6,6
"Korea","male",37,"married",7,6
"Korea","male",52,"married",8,7
"Korea","male",35,"married",7,5
"Korea","female",65,"married",8,8
"Korea","male",59,"married",7,6
"Korea","male",67,"married",6,6
"Korea","female",38,"married",8,6
"Korea","male",41,"married",7,7
"Korea","female",60,"married",7,6
"Korea","female",68,"married",7,7
"Korea","male",27,"single",6,6
"Korea","female",61,"married",8,5
"Korea","female",35,"married",8,7
"Korea","female",72,"married",6,6
"Korea","male",64,"married",7,7
"Korea","male",45,"married",7,6
"Korea","female",52,"married",7,7
"Korea","female",38,"married",7,8
"Korea","female",25,"single",9,7
"Korea","female",29,"single",7,4
"Korea","male",51,"married",7,6
"Korea","male",44,"single",8,8
"Korea","male",53,"married",6,6
"Korea","female",40,"married",7,8
"Korea","female",61,"married",7,7
"Korea","female",63,"married",7,7
"Korea","male",65,"married",8,7
"Korea","female",58,"married",6,6
"Korea","male",47,"divorced",6,6
"Korea","female",36,"married",7,6
"Korea","female",30,"married",8,7
"Korea","male",66,"married",7,7
"Korea","female",60,"married",7,6
"Korea","male",33,"single",7,6
"Korea","male",29,"married",7,8
"Korea","male",57,"married",7,8
"Korea","male",35,"married",8,7
"Korea","male",43,"married",4,8
"Korea","male",28,"single",6,5
"Korea","female",49,"married",8,8
"Korea","male",21,"single",7,8
"Korea","male",25,"single",7,8
"Korea","male",68,"married",8,5
"Korea","male",25,"single",8,6
"Korea","male",55,"married",7,8
"Korea","male",22,"single",7,8
"Korea","female",59,"married",8,7
"Korea","female",29,"single",4,4
"Korea","male",52,"married",7,7
"Korea","male",26,"single",7,8
"Korea","female",45,"married",8,8
"Korea","female",39,"single",6,7
"Korea","male",39,"married",8,5
"Korea","female",28,"single",7,7
"Korea","male",60,"married",7,7
"Korea","female",25,"married",7,7
"Korea","female",18,"single",7,7
"Korea","male",46,"married",7,7
"Korea","female",28,"single",3,6
"Korea","female",59,"married",6,7
"Korea","male",28,"single",7,7
"Korea","male",56,"married",7,5
"Korea","male",23,"single",9,9
"Korea","female",47,"married",7,5
"Korea","female",67,"widowed",6,7
"Korea","female",37,"married",7,7
"Korea","male",26,"single",7,6
"Korea","male",63,"married",6,8
"Korea","male",47,"married",7,7
"Korea","female",21,"single",6,7
"Korea","male",47,"married",8,6
"Korea","female",69,"married",6,7
"Korea","female",64,"married",7,7
"Korea","male",44,"married",8,8
"Korea","female",29,"single",7,7
"Korea","female",47,"married",6,5
"Korea","female",29,"married",8,7
"Korea","female",51,"married",7,6
"Korea","male",56,"married",7,5
"Korea","female",22,"single",6,5
"Korea","male",34,"single",6,8
"Korea","male",37,"married",8,7
"Korea","male",58,"married",6,5
"Korea","female",26,"single",6,6
"Korea","female",40,"single",9,5
"Korea","female",25,"single",7,7
"Korea","female",61,"married",6,7
"Korea","male",58,"married",8,8
"Korea","female",65,"married",8,7
"Korea","female",54,"married",7,7
"Korea","female",38,"married",5,6
"Korea","male",55,"married",8,7
"Korea","male",47,"married",8,7
"Korea","male",23,"single",8,7
"Korea","female",43,"married",7,7
"Korea","male",60,"married",8,8
"Korea","female",69,"widowed",5,6
"Korea","female",38,"married",7,8
"Korea","male",73,"married",6,7
"Korea","male",44,"married",6,6
"Korea","female",61,"married",6,5
"Korea","male",57,"married",9,8
"Korea","female",60,"married",7,7
"Korea","female",18,"single",4,7
"Korea","female",59,"married",7,6
"Korea","female",67,"married",7,5
"Korea","female",62,"married",7,7
"Korea","male",38,"married",4,4
"Korea","female",56,"married",5,5
"Korea","female",43,"married",7,5
"Korea","female",25,"single",8,7
"Korea","female",60,"married",7,7
"Korea","female",51,"married",7,7
"Korea","male",28,"single",5,5
"Korea","male",50,"married",4,6
"Korea","female",37,"married",8,7
"Korea","female",52,"married",9,8
"Korea","female",54,"married",7,7
"Korea","male",59,"married",9,8
"Korea","female",45,"married",9,8
"Korea","female",61,"married",6,7
"Korea","female",65,"married",9,8
"Korea","female",54,"married",8,7
"Korea","female",30,"single",7,5
"Korea","female",38,"married",5,5
"Korea","male",56,"married",7,6
"Korea","male",62,"married",7,8
"Korea","female",76,"married",4,4
"Korea","male",34,"single",4,6
"Korea","male",60,"married",8,6
"Korea","female",47,"married",8,7
"Korea","female",74,"married",8,7
"Korea","female",42,"married",8,5
"Korea","male",63,"married",7,6
"Korea","male",32,"single",7,5
"Korea","male",49,"married",7,6
"Korea","male",62,"married",7,6
"Korea","male",49,"married",8,7
"Korea","female",61,"married",4,5
"Korea","female",62,"married",8,8
"Korea","male",51,"married",7,6
"Korea","female",45,"married",4,5
"Korea","male",68,"married",8,7
"Korea","male",47,"married",9,7
"Korea","male",49,"married",7,7
"Korea","female",50,"married",6,6
"Korea","male",52,"married",7,8
"Korea","female",37,"married",8,8
"Korea","female",30,"single",8,4
"Korea","male",63,"married",6,5
"Korea","male",44,"married",7,8
"Korea","male",35,"married",7,7
"Korea","female",22,"single",5,7
"Korea","female",77,"married",6,4
"Korea","male",23,"single",7,7
"Korea","female",39,"married",7,8
"Korea","male",38,"single",7,6
"Korea","female",36,"married",7,6
"Korea","male",55,"married",7,5
"Korea","male",47,"married",7,6
"Korea","male",51,"married",7,6
"Korea","female",49,"married",8,7
"Korea","female",58,"married",7,3
"Korea","female",65,"married",7,6
"Korea","female",35,"married",9,9
"Korea","female",55,"married",7,7
"Korea","male",60,"married",7,6
"Korea","male",38,"married",7,7
"Korea","male",52,"married",7,7
"Korea","female",63,"married",9,9
"Korea","female",37,"married",4,6
"Korea","male",32,"married",8,9
"Korea","male",57,"married",8,8
"Korea","male",43,"married",10,10
"Korea","female",54,"married",2,2
"Korea","male",24,"single",5,6
"Korea","male",30,"single",5,6
"Korea","male",59,"married",8,7
"Korea","female",34,"married",6,7
"Korea","male",61,"married",6,8
"Korea","male",20,"single",8,7
"Korea","female",60,"married",7,6
"Korea","female",55,"married",6,6
"Korea","male",52,"married",7,7
"Korea","male",19,"single",8,4
"Korea","female",47,"married",8,7
"Korea","female",47,"married",8,8
"Korea","male",37,"married",7,8
"Korea","female",28,"single",7,6
"Korea","male",39,"single",6,6
"Korea","female",59,"married",8,6
"Korea","male",44,"married",7,7
"Korea","male",24,"single",7,7
"Korea","female",62,"married",6,4
"Korea","female",19,"single",7,7
"Korea","male",36,"married",6,7
"Korea","female",22,"single",7,7
"Korea","male",32,"single",7,8
"Korea","female",49,"married",7,6
"Korea","female",57,"married",7,7
"Korea","male",38,"married",3,7
"Korea","male",27,"single",7,6
"Korea","female",42,"married",3,4
"Korea","female",63,"married",7,7
"Korea","male",32,"married",6,5
"Korea","female",60,"married",7,7
"Korea","female",48,"married",7,6
"Korea","male",19,"single",8,8
"Korea","male",43,"married",6,7
"Korea","male",46,"married",8,6
"Korea","male",46,"divorced",8,7
"Korea","female",55,"married",3,8
"Korea","female",49,"married",8,7
"Korea","female",53,"married",6,8
"Korea","female",37,"married",7,7
"Korea","male",20,"single",7,5
"Korea","male",26,"single",8,6
"Korea","female",20,"single",8,7
"Korea","female",40,"married",9,8
"Korea","male",62,"married",6,6
"Korea","male",44,"married",4,8
"Korea","male",61,"married",8,6
"Korea","male",49,"married",8,8
"Korea","female",35,"married",6,5
"Korea","female",21,"single",8,7
"Korea","female",48,"married",9,4
"Korea","female",40,"married",5,4
"Korea","male",75,"married",6,6
"Korea","female",20,"single",9,8
"Korea","male",51,"married",7,5
"Korea","male",61,"married",5,7
"Korea","female",56,"married",7,7
"Korea","male",54,"married",7,7
"Korea","female",40,"married",9,7
"Korea","female",33,"married",7,7
"Korea","female",36,"married",8,9
"Korea","male",47,"married",8,8
"Korea","male",36,"married",8,9
"Korea","female",21,"single",8,6
"Korea","male",18,"single",6,7
"Korea","male",72,"married",8,8
"Korea","male",34,"married",10,7
"Korea","female",60,"married",8,7
"Korea","male",52,"married",8,7
"Korea","female",28,"single",7,8
"Korea","male",38,"married",7,8
"Korea","male",39,"married",5,5
"Korea","male",52,"married",7,7
"Korea","female",20,"single",6,6
"Korea","male",25,"single",7,7
"Korea","female",54,"married",4,4
"Korea","female",43,"married",7,7
"Korea","male",47,"married",7,8
"Korea","female",25,"single",7,6
"Korea","female",49,"married",6,5
"Korea","male",50,"married",4,7
"Korea","female",47,"married",5,5
"Korea","female",20,"single",3,7
"Korea","female",59,"married",5,7
"Korea","male",59,"married",9,6
"Korea","female",39,"single",8,6
"Korea","male",25,"single",10,5
"Korea","male",48,"married",7,7
"Korea","female",43,"married",6,5
"Korea","female",32,"married",4,4
"Korea","female",60,"married",5,2
"Korea","female",21,"single",7,7
"Korea","male",60,"married",7,8
"Korea","male",36,"married",7,7
"Korea","female",47,"married",7,8
"Korea","female",60,"married",7,7
"Korea","female",37,"married",6,5
"Korea","female",55,"married",7,7
"Korea","female",62,"married",7,7
"Korea","male",52,"married",7,7
"Korea","female",69,"married",8,7
"Korea","male",27,"single",7,8
"Korea","male",62,"married",7,7
"Korea","male",22,"single",7,6
"Korea","female",36,"married",6,7
"Korea","female",54,"married",7,8
"Korea","female",49,"married",5,5
"Korea","female",66,"married",7,7
"Korea","female",41,"married",7,8
"Korea","male",58,"married",7,7
"Korea","female",52,"married",7,8
"Korea","male",48,"married",5,7
"Korea","female",27,"married",7,6
"Korea","female",67,"married",9,8
"Korea","female",61,"married",8,8
"Korea","male",59,"married",8,9
"Korea","female",25,"single",4,5
"Korea","male",38,"single",9,7
"Korea","male",49,"married",7,6
"Korea","female",59,"married",7,7
"Korea","female",47,"married",7,6
"Korea","female",49,"married",3,5
"Korea","male",68,"married",9,8
"Korea","female",37,"married",8,8
"Korea","male",21,"single",7,6
"Korea","male",62,"married",6,6
"Korea","male",53,"married",7,5
"Korea","male",43,"married",7,5
"Korea","female",61,"married",9,7
"Korea","male",21,"single",8,9
"Korea","male",56,"divorced",8,6
"Korea","female",52,"married",8,9
"Korea","female",65,"married",8,5
"Korea","female",47,"married",8,7
"Korea","male",23,"single",7,4
"Korea","female",43,"married",9,8
"Korea","male",37,"married",8,7
"Korea","male",58,"married",7,7
"Korea","female",60,"married",4,6
"Korea","male",52,"married",8,7
"Korea","female",36,"married",7,8
"Korea","male",23,"single",7,6
"Korea","female",32,"married",7,7
"Korea","female",31,"married",8,7
"Korea","male",42,"married",7,7
"Korea","male",41,"single",8,4
"Korea","male",33,"single",1,2
"Korea","male",48,"married",7,7
"Korea","female",38,"married",7,5
"Korea","male",45,"single",9,7
"Korea","female",57,"married",7,6
"Korea","female",28,"married",8,9
"Korea","male",23,"single",4,4
"Korea","male",26,"single",9,7
"Korea","male",44,"married",8,8
"Korea","male",35,"married",8,7
"Korea","male",41,"married",8,9
"Korea","male",21,"single",8,7
"Korea","female",22,"single",8,7
"Korea","male",26,"single",7,7
"Korea","female",46,"married",6,5
"Korea","female",40,"married",7,8
"Korea","female",61,"married",8,6
"Korea","female",25,"single",7,6
"Korea","male",32,"married",7,7
"Korea","male",59,"married",8,7
"Korea","male",51,"married",8,7
"Korea","male",21,"single",8,9
"Korea","male",32,"single",6,5
"Korea","male",31,"married",6,5
"Korea","male",69,"married",7,7
"Korea","female",65,"married",7,6
"Korea","male",32,"married",5,5
"Korea","female",27,"single",8,7
"Korea","male",19,"single",4,4
"Korea","male",61,"widowed",6,6
"Korea","male",26,"single",7,6
"Korea","male",63,"married",8,7
"Korea","female",23,"single",7,7
"Korea","female",30,"single",8,7
"Korea","male",42,"married",7,6
"Korea","female",42,"married",9,8
"Korea","male",32,"married",8,8
"Korea","female",28,"married",7,7
"Korea","female",62,"married",8,7
"Korea","male",63,"married",7,8
"Korea","female",61,"married",5,6
"Korea","male",56,"divorced",6,6
"Korea","female",26,"single",7,8
"Korea","male",32,"married",8,8
"Korea","male",45,"married",7,7
"Korea","male",37,"married",10,10
"Korea","female",49,"married",8,8
"Korea","female",21,"single",7,8
"Korea","female",38,"married",8,8
"Korea","female",64,"married",7,8
"Korea","male",40,"married",8,7
"Korea","male",23,"single",7,7
"Korea","male",31,"single",7,7
"Korea","male",19,"single",8,7
"Korea","female",31,"married",9,8
"Korea","female",42,"married",8,7
"Korea","male",61,"married",7,7
"Korea","male",62,"married",6,5
"Korea","male",26,"single",4,7
"Korea","female",20,"single",7,5
"Korea","female",53,"married",5,7
"Korea","male",56,"divorced",5,6
"Korea","male",48,"married",8,8
"Korea","female",58,"married",5,5
"Korea","male",38,"single",10,7
"Korea","male",27,"single",6,7
"Korea","female",25,"single",7,8
"Korea","female",62,"married",7,8
"Korea","female",61,"married",8,8
"Korea","female",49,"married",8,8
"Korea","female",41,"married",6,6
"Korea","male",61,"married",6,7
"Korea","male",37,"married",7,8
"Korea","female",41,"married",4,6
"Korea","female",29,"single",8,8
"Korea","male",47,"married",7,7
"Korea","female",38,"married",7,6
"Korea","male",63,"married",8,6
"Korea","male",30,"single",7,9
"Korea","male",56,"married",5,5
"Korea","male",50,"married",7,8
"Korea","female",29,"married",7,7
"Korea","female",73,"widowed",8,9
"Korea","male",28,"single",7,7
"Korea","female",22,"single",5,4
"Korea","male",79,"married",9,9
"Korea","female",36,"married",7,7
"Korea","female",30,"single",7,7
"Korea","female",41,"married",6,7
"Korea","male",60,"married",5,6
"Korea","female",27,"single",9,7
"Korea","male",30,"single",6,4
"Korea","female",51,"married",7,6
"Korea","female",67,"married",7,7
"Korea","female",49,"married",7,8
"Korea","female",66,"married",7,7
"Korea","male",64,"married",8,7
"Korea","male",57,"married",6,6
"Korea","male",43,"married",7,7
"Korea","male",26,"single",7,7
"Korea","male",26,"single",7,7
"Korea","female",47,"single",9,8
"Korea","female",37,"married",4,7
"Korea","male",56,"married",8,8
"Korea","male",45,"married",7,7
"Korea","male",47,"married",3,8
"Korea","female",51,"married",9,8
"Korea","female",69,"married",8,8
"Korea","male",35,"single",7,8
"Korea","male",27,"single",9,9
"Korea","female",30,"single",8,8
"Korea","female",40,"married",9,10
"Korea","female",57,"married",5,5
"Korea","female",70,"married",7,6
"Korea","male",71,"married",8,8
"Korea","female",73,"married",7,7
"Korea","female",60,"married",5,5
"Korea","male",53,"married",9,9
"Korea","female",49,"married",1,6
"Korea","female",64,"married",7,7
"Korea","female",32,"married",3,8
"Korea","female",59,"married",9,9
"Korea","male",20,"married",7,7
"Korea","female",57,"married",7,6
"Korea","male",25,"single",7,7
"Korea","female",56,"married",9,8
"Korea","male",38,"married",7,8
"Korea","female",41,"married",8,8
"Korea","female",58,"married",6,5
"Korea","female",56,"married",4,3
"Korea","female",68,"widowed",9,9
"Korea","female",35,"single",7,8
"Korea","male",19,"single",7,8
"Korea","male",51,"married",8,7
"Korea","male",77,"married",6,5
"Korea","female",69,"married",5,6
"Korea","male",71,"widowed",6,5
"Korea","male",36,"single",6,7
"Korea","female",46,"married",9,8
"Korea","male",44,"single",5,5
"Korea","female",58,"widowed",5,5
"Korea","male",75,"married",5,5
"Korea","female",75,"married",5,5
"Korea","male",56,"married",8,7
"Korea","female",57,"married",8,8
"Korea","female",37,"single",10,10
"Korea","female",28,"single",6,7
"Korea","male",43,"married",10,10
"Korea","female",43,"married",4,7
"Korea","female",47,"married",10,10
"Korea","female",38,"married",8,7
"Korea","male",62,"married",10,8
"Korea","male",24,"single",4,3
"Korea","male",54,"married",10,8
"Korea","male",71,"married",8,8
"Korea","female",60,"married",10,9
"Korea","male",23,"single",4,5
"Korea","female",61,"married",10,9
"Korea","female",64,"married",10,10
"Korea","male",54,"married",7,8
"Korea","female",48,"married",4,6
"Korea","male",46,"married",2,8
"Korea","female",48,"married",8,7
"Korea","male",50,"married",8,6
"Korea","male",45,"single",6,6
"Korea","male",76,"married",8,7
"Korea","female",76,"widowed",9,4
"Korea","female",75,"widowed",10,9
"Korea","male",42,"married",6,7
"Korea","female",64,"married",8,8
"Korea","male",58,"married",6,8
"Korea","female",25,"single",8,5
"Korea","female",51,"married",10,8
"Korea","male",54,"married",4,7
"Korea","male",63,"married",9,9
"Korea","female",50,"married",7,8
"Korea","female",61,"married",7,8
"Korea","female",36,"married",5,7
"Korea","male",58,"single",7,5
"Korea","male",85,"married",7,7
"Korea","male",54,"married",8,8
"Korea","female",50,"married",8,7
"Korea","male",24,"single",6,7
"Korea","male",42,"married",7,5
"Korea","male",42,"married",7,7
"Korea","male",63,"married",7,8
"Korea","male",28,"single",5,5
"Korea","female",62,"widowed",9,9
"Korea","female",27,"single",8,8
"Korea","male",38,"married",7,7
"Korea","male",49,"married",7,8
"Korea","male",56,"married",8,5
"Korea","female",57,"married",5,6
"Korea","female",42,"married",6,7
"Korea","female",67,"widowed",7,6
"Korea","female",42,"married",5,6
"Korea","male",59,"married",7,7
"Korea","female",65,"married",8,8
"Korea","female",27,"single",8,8
"Korea","female",45,"married",8,8
"Korea","male",60,"married",7,7
"Korea","female",68,"married",9,7
"Korea","male",32,"married",8,8
"Korea","female",64,"married",8,8
"Korea","female",52,"married",8,7
"Korea","female",62,"widowed",9,7
"Korea","male",36,"married",7,7
"Korea","male",54,"married",5,7
"Korea","female",24,"single",4,5
"Korea","male",61,"married",9,9
"Egypt","male",46,"married",5,7
"Egypt","female",30,"married",8,3
"Egypt","female",25,"married",7,8
"Egypt","male",60,"married",10,10
"Egypt","female",56,"married",5,3
"Egypt","male",45,"married",8,10
"Egypt","male",46,"married",10,8
"Egypt","female",45,"widowed",8,8
"Egypt","male",57,"married",7,8
"Egypt","female",57,"widowed",7,7
"Egypt","male",20,"single",6,7
"Egypt","female",18,"single",6,7
"Egypt","male",47,"married",7,10
"Egypt","female",39,"married",9,7
"Egypt","male",33,"married",3,4
"Egypt","female",24,"married",8,5
"Egypt","female",45,"married",6,6
"Egypt","male",42,"married",1,7
"Egypt","female",55,"widowed",7,4
"Egypt","male",54,"widowed",6,2
"Egypt","male",28,"single",9,5
"Egypt","female",30,"married",7,10
"Egypt","male",30,"divorced",5,3
"Egypt","female",19,"single",9,9
"Egypt","male",40,"married",8,5
"Egypt","male",23,"single",8,1
"Egypt","female",38,"married",5,5
"Egypt","male",32,"married",8,4
"Egypt","female",60,"widowed",7,8
"Egypt","male",31,"married",6,4
"Egypt","male",48,"married",5,4
"Egypt","female",19,"married",4,9
"Egypt","male",31,"married",5,6
"Egypt","female",50,"married",7,9
"Egypt","female",57,"widowed",8,10
"Egypt","male",33,"married",9,9
"Egypt","female",28,"married",7,7
"Egypt","female",38,"married",10,5
"Egypt","male",53,"married",6,7
"Egypt","female",32,"married",10,1
"Egypt","female",65,"widowed",5,7
"Egypt","male",53,"married",3,8
"Egypt","female",59,"married",4,5
"Egypt","male",38,"married",8,8
"Egypt","female",35,"married",5,10
"Egypt","male",67,"married",10,1
"Egypt","female",57,"married",6,10
"Egypt","male",33,"married",3,3
"Egypt","female",49,"single",8,7
"Egypt","female",35,"married",6,8
"Egypt","male",24,"single",7,6
"Egypt","female",23,"single",7,9
"Egypt","female",19,"single",5,6
"Egypt","male",55,"married",10,10
"Egypt","male",57,"married",7,9
"Egypt","female",29,"married",4,7
"Egypt","female",46,"married",8,6
"Egypt","male",48,"married",6,5
"Egypt","female",46,"married",8,8
"Egypt","male",30,"single",8,8
"Egypt","female",20,"single",3,10
"Egypt","female",61,"married",4,8
"Egypt","male",19,"single",5,10
"Egypt","female",33,"married",7,8
"Egypt","female",19,"single",6,9
"Egypt","female",40,"married",3,2
"Egypt","female",40,"divorced",5,1
"Egypt","male",24,"single",4,3
"Egypt","female",69,"married",4,5
"Egypt","male",52,"married",6,6
"Egypt","female",33,"divorced",1,1
"Egypt","male",53,"married",9,10
"Egypt","male",30,"married",10,5
"Egypt","male",21,"single",7,6
"Egypt","male",41,"married",5,10
"Egypt","female",55,"married",1,1
"Egypt","female",19,"single",7,10
"Egypt","female",57,"widowed",4,5
"Egypt","male",42,"married",8,9
"Egypt","female",39,"divorced",10,7
"Egypt","female",55,"married",5,6
"Egypt","male",60,"married",8,6
"Egypt","male",58,"married",8,5
"Egypt","female",29,"married",3,7
"Egypt","male",38,"married",8,8
"Egypt","female",40,"married",7,10
"Egypt","female",52,"married",4,3
"Egypt","male",45,"married",9,7
"Egypt","male",38,"married",8,8
"Egypt","male",54,"married",8,7
"Egypt","male",59,"married",8,8
"Egypt","female",38,"married",5,5
"Egypt","female",30,"married",7,7
"Egypt","male",22,"single",10,3
"Egypt","male",29,"single",9,4
"Egypt","female",31,"married",3,6
"Egypt","female",47,"married",5,5
"Egypt","male",44,"single",1,3
"Egypt","male",59,"married",8,8
"Egypt","male",28,"married",9,8
"Egypt","female",41,"married",9,8
"Egypt","male",38,"divorced",7,6
"Egypt","female",45,"married",10,9
"Egypt","female",45,"married",6,5
"Egypt","male",59,"married",3,1
"Egypt","male",35,"married",9,5
"Egypt","male",35,"married",5,2
"Egypt","female",30,"separated",6,1
"Egypt","male",27,"single",6,10
"Egypt","female",25,"single",6,6
"Egypt","female",23,"married",6,7
"Egypt","female",59,"widowed",8,6
"Egypt","male",58,"married",6,6
"Egypt","female",40,"married",8,9
"Egypt","male",19,"single",6,5
"Egypt","female",58,"widowed",3,1
