"Participant ID","Country name","Gender","Age","relationship_status","Freedom.of.Choice","Satisfaction-with-life"
392070975,"Japan",1,41,"married",3,3
392070976,"Japan",0,32,"married",8,9
392070977,"Japan",0,73,"married",6,6
392070978,"Japan",1,64,"married",7,8
392070979,"Japan",1,92,"widowed",7,7
392070980,"Japan",0,30,"married",5,3
392070981,"Japan",0,40,"married",8,10
392070982,"Japan",1,82,"married",NA,6
392070983,"Japan",1,20,"single",10,3
392070984,"Japan",0,25,"single",1,5
392070985,"Japan",1,69,"married",7,8
392070986,"Japan",0,54,"married",8,8
392070987,"Japan",0,81,"married",5,8
392070988,"Japan",0,21,"single",6,8
392070989,"Japan",1,48,"single",6,6
392070990,"Japan",1,71,"widowed",6,8
392070991,"Japan",1,45,"married",9,9
392070992,"Japan",1,79,"widowed",8,8
392070993,"Japan",1,62,"married",7,7
392070994,"Japan",1,37,"married",7,8
392070995,"Japan",0,55,"married",5,4
392070996,"Japan",1,67,"married",3,5
392070997,"Japan",0,33,"single",8,8
392070998,"Japan",0,28,"single",3,3
392070999,"Japan",1,38,"married",5,9
392071000,"Japan",1,71,"married",5,6
392071001,"Japan",1,18,"single",2,8
392071002,"Japan",1,57,"married",6,6
392071003,"Japan",0,69,"widowed",5,8
392071004,"Japan",1,82,"widowed",7,7
392071005,"Japan",0,69,"married",3,3
392071006,"Japan",1,37,"married",6,7
392071007,"Japan",0,63,"married",7,6
392071008,"Japan",1,61,"married",6,7
392071009,"Japan",1,50,"married",7,8
392071010,"Japan",1,70,"widowed",5,8
392071011,"Japan",1,70,"married",5,6
392071012,"Japan",1,53,"married",NA,9
392071013,"Japan",1,73,"widowed",2,9
392071014,"Japan",0,48,"married",4,3
392071015,"Japan",1,69,"married",8,8
392071016,"Japan",1,29,"married",6,7
392071017,"Japan",0,46,"single",7,3
392071018,"Japan",1,70,"married",7,7
392071019,"Japan",1,91,"widowed",5,5
392071020,"Japan",0,19,"single",7,8
392071021,"Japan",1,71,"widowed",2,2
392071022,"Japan",1,29,"single",10,7
392071023,"Japan",0,71,"married",9,2
392071024,"Japan",1,45,"married",6,7
392071025,"Japan",0,58,"married",6,8
392071026,"Japan",0,59,"married",8,8
392071027,"Japan",1,47,"divorced",5,5
392071028,"Japan",1,33,"married",7,4
392071029,"Japan",1,63,"married",NA,7
392071030,"Japan",0,60,"married",6,6
392071031,"Japan",0,49,"married",3,3
392071032,"Japan",1,70,"divorced",5,5
392071033,"Japan",1,47,"married",8,9
392071034,"Japan",1,20,"single",4,8
392071035,"Japan",0,53,"single",4,4
392071036,"Japan",0,28,"married",8,6
392071037,"Japan",1,61,"married",8,7
392071038,"Japan",0,64,"married",6,8
392071039,"Japan",1,57,"married",8,6
392071040,"Japan",0,68,"married",NA,6
392071041,"Japan",1,79,"married",8,9
392071042,"Japan",1,60,"married",7,7
392071043,"Japan",1,23,"single",4,9
392071044,"Japan",1,42,"married",6,8
392071045,"Japan",0,71,"married",7,7
392071046,"Japan",1,50,"married",NA,5
392071047,"Japan",0,19,"single",10,10
392071048,"Japan",1,39,"married",8,8
392071049,"Japan",1,58,"single",5,5
392071050,"Japan",0,70,"married",1,1
392071051,"Japan",1,51,"married",6,7
392071052,"Japan",0,70,"married",8,8
392071053,"Japan",0,38,"married",6,5
392071054,"Japan",0,52,"married",7,7
392071055,"Japan",0,18,"single",7,7
392071056,"Japan",0,64,"single",5,4
392071057,"Japan",0,50,"married",7,8
392071058,"Japan",0,56,"married",6,6
392071059,"Japan",0,63,"married",4,7
392071060,"Japan",0,71,"married",5,6
392071061,"Japan",0,34,"married",10,10
392071062,"Japan",0,81,"married",6,5
392071063,"Japan",1,40,"married",4,5
392071064,"Japan",1,72,"married",5,5
392071065,"Japan",1,62,"married",6,8
392071066,"Japan",0,42,"married",6,7
392071067,"Japan",1,32,"single",3,4
392071068,"Japan",0,69,"married",8,7
392071069,"Japan",0,66,"married",NA,NA
392071070,"Japan",1,30,"single",8,8
392071071,"Japan",1,76,"married",6,5
392071072,"Japan",1,27,"single",10,5
392071073,"Japan",1,74,"married",8,9
392071074,"Japan",0,89,"married",8,8
392071075,"Japan",0,42,"single",7,1
392071076,"Japan",1,22,"single",5,6
392071077,"Japan",0,48,"married",5,7
392071078,"Japan",1,77,"married",6,8
392071079,"Japan",1,82,"married",6,5
392071080,"Japan",1,22,"single",7,7
392071081,"Japan",0,62,"married",5,3
392071082,"Japan",1,80,"widowed",4,7
392071083,"Japan",0,21,"single",5,8
392071084,"Japan",0,37,"married",7,5
392071085,"Japan",1,35,"married",7,9
392071086,"Japan",1,82,"married",8,8
392071087,"Japan",0,67,"married",8,10
392071088,"Japan",1,48,"married",7,8
392071089,"Japan",1,41,"married",5,7
392071090,"Japan",0,35,"married",7,9
392071091,"Japan",0,69,"living together as married",6,8
392071092,"Japan",1,42,"married",4,6
392071093,"Japan",1,76,"married",5,5
392071094,"Japan",1,34,"married",6,7
392071095,"Japan",1,67,"married",6,6
392071096,"Japan",1,36,"married",8,9
392071097,"Japan",0,70,"married",6,8
392071098,"Japan",1,55,"divorced",5,3
392071099,"Japan",0,45,"single",4,4
392071100,"Japan",1,46,"married",9,8
392071101,"Japan",1,61,"widowed",5,5
392071102,"Japan",1,62,"married",6,7
392071103,"Japan",1,21,"single",6,5
392071104,"Japan",1,48,"married",6,6
392071105,"Japan",1,72,"married",NA,NA
392071106,"Japan",0,38,"married",7,7
392071107,"Japan",1,36,"single",4,6
392071108,"Japan",1,81,"widowed",1,3
392071109,"Japan",0,53,"married",7,8
392071110,"Japan",0,42,"married",6,3
392071111,"Japan",1,55,"married",4,4
392071112,"Japan",0,28,"single",9,9
392071113,"Japan",1,64,"married",7,8
392071114,"Japan",1,22,"single",8,4
392071115,"Japan",1,34,"married",10,9
392071116,"Japan",1,83,"divorced",8,8
392071117,"Japan",0,67,"married",2,6
392071118,"Japan",1,45,"married",8,10
392071119,"Japan",1,61,"married",4,6
392071120,"Japan",1,43,"married",5,8
392071121,"Japan",0,77,"married",5,8
392071122,"Japan",0,85,"married",5,6
392071123,"Japan",0,36,"married",8,8
392071124,"Japan",0,61,"married",7,5
392071125,"Japan",1,49,"married",10,10
392071126,"Japan",1,80,"widowed",5,5
392071127,"Japan",0,27,"living together as married",1,1
392071128,"Japan",0,48,"married",8,3
392071129,"Japan",1,40,"single",3,5
392071130,"Japan",1,61,"widowed",8,10
392071131,"Japan",0,45,"divorced",8,8
392071132,"Japan",0,69,"divorced",7,8
392071133,"Japan",1,82,"married",10,10
392071134,"Japan",0,48,"married",4,3
392071135,"Japan",1,31,"single",5,7
392071136,"Japan",1,73,"widowed",5,8
392071137,"Japan",1,56,"widowed",7,9
392071138,"Japan",0,55,"married",5,8
392071139,"Japan",0,31,"single",5,5
392071140,"Japan",0,67,"married",4,6
392071141,"Japan",1,85,"married",2,7
392071142,"Japan",1,46,"married",5,9
392071143,"Japan",1,68,"married",7,7
392071144,"Japan",0,70,"married",8,8
392071145,"Japan",0,45,"married",6,6
392071146,"Japan",0,53,"married",4,4
392071147,"Japan",1,75,"widowed",7,7
392071148,"Japan",0,38,"married",7,4
392071149,"Japan",1,38,"married",2,3
392071150,"Japan",1,64,"married",5,7
392071151,"Japan",1,76,"married",7,7
392071152,"Japan",0,46,"married",7,4
392071153,"Japan",1,72,"married",6,7
392071154,"Japan",1,28,"single",5,4
392071155,"Japan",1,21,"single",8,8
392071156,"Japan",1,53,"married",8,9
392071157,"Japan",1,41,"married",7,8
392071158,"Japan",1,25,"single",8,6
392071159,"Japan",1,30,"divorced",8,8
392071160,"Japan",1,55,"married",NA,5
392071161,"Japan",0,52,"married",6,5
392071162,"Japan",1,70,"married",7,7
392071163,"Japan",1,55,"married",NA,8
392071164,"Japan",1,65,"married",8,9
392071165,"Japan",1,28,"single",8,8
392071166,"Japan",1,69,"divorced",7,6
392071167,"Japan",1,58,"married",5,6
392071168,"Japan",1,38,"divorced",5,9
392071169,"Japan",0,45,"married",7,7
392071170,"Japan",1,19,"single",8,9
392071171,"Japan",1,18,"single",7,10
392071172,"Japan",1,62,"married",5,7
392071173,"Japan",1,65,"married",8,9
392071174,"Japan",1,51,"married",3,4
392071175,"Japan",0,65,"married",5,8
392071176,"Japan",1,34,"single",5,7
392071177,"Japan",0,66,"married",7,6
392071178,"Japan",0,70,"married",6,7
392071179,"Japan",0,51,"widowed",8,6
392071180,"Japan",1,73,"widowed",7,6
392071181,"Japan",1,70,"married",7,6
392071182,"Japan",1,33,"married",5,5
392071183,"Japan",0,58,"married",10,7
392071184,"Japan",0,38,"married",7,8
392071185,"Japan",1,41,"married",8,8
392071186,"Japan",0,61,"married",8,8
392071187,"Japan",1,59,"married",8,8
392071188,"Japan",1,42,"married",5,2
392071189,"Japan",1,25,"single",10,10
392071190,"Japan",1,73,"widowed",7,8
392071191,"Japan",1,26,"married",NA,NA
392071192,"Japan",1,22,"single",6,6
392071193,"Japan",1,29,"married",6,6
392071194,"Japan",0,37,"married",6,6
392071195,"Japan",0,38,"married",4,3
392071196,"Japan",1,56,"married",4,2
392071197,"Japan",1,35,"married",6,8
392071198,"Japan",1,48,"married",6,4
392071199,"Japan",1,63,"married",10,8
392071200,"Japan",1,71,"divorced",9,8
392071201,"Japan",0,67,"single",4,4
392071202,"Japan",1,26,"single",6,10
392071203,"Japan",0,65,"married",8,9
392071204,"Japan",1,55,"married",7,5
392071205,"Japan",0,79,"married",5,3
392071206,"Japan",0,71,"married",5,5
392071207,"Japan",1,22,"single",7,7
392071208,"Japan",0,35,"single",5,5
392071209,"Japan",1,29,"single",3,5
392071210,"Japan",0,54,"married",5,8
392071211,"Japan",0,33,"married",4,5
392071212,"Japan",1,48,"divorced",3,5
392071213,"Japan",0,37,"married",7,7
392071214,"Japan",0,21,"single",5,5
392071215,"Japan",1,40,"married",2,8
392071216,"Japan",1,72,"married",2,2
392071217,"Japan",0,69,"married",7,7
392071218,"Japan",0,58,"married",7,8
392071219,"Japan",1,41,"single",8,7
392071220,"Japan",0,29,"married",8,7
392071221,"Japan",0,24,"married",3,6
392071222,"Japan",1,58,"married",6,8
392071223,"Japan",0,57,"single",3,3
392071224,"Japan",0,44,"married",7,4
392071225,"Japan",1,40,"divorced",9,8
392071226,"Japan",0,28,"married",7,7
392071227,"Japan",0,55,"married",4,4
392071228,"Japan",1,63,"married",5,7
392071229,"Japan",0,71,"married",6,7
392071230,"Japan",0,37,"married",5,7
392071231,"Japan",0,63,"married",5,5
392071232,"Japan",1,30,"single",8,6
392071233,"Japan",1,42,"separated",6,4
392071234,"Japan",1,38,"married",4,7
392071235,"Japan",1,66,"married",6,8
392071236,"Japan",0,57,"married",8,8
392071237,"Japan",1,48,"married",8,8
392071238,"Japan",1,41,"married",8,9
392071239,"Japan",0,80,"married",7,6
392071240,"Japan",1,59,"married",7,8
392071241,"Japan",0,34,"married",7,8
392071242,"Japan",0,46,"living together as married",4,5
392071243,"Japan",1,36,"married",8,8
392071244,"Japan",1,40,"married",6,8
392071245,"Japan",0,80,"married",8,10
392071246,"Japan",1,82,"widowed",8,8
392071247,"Japan",0,47,"married",5,8
392071248,"Japan",1,40,"married",8,7
392071249,"Japan",1,48,"married",7,6
392071250,"Japan",0,32,"married",NA,NA
392071251,"Japan",0,36,"married",7,7
392071252,"Japan",1,77,"married",5,5
392071253,"Japan",0,63,"married",6,5
392071254,"Japan",1,36,"married",3,9
392071255,"Japan",1,60,"widowed",4,7
392071256,"Japan",1,37,"married",6,7
392071257,"Japan",1,52,"married",5,7
392071258,"Japan",1,37,"divorced",8,6
392071259,"Japan",0,49,"married",6,7
392071260,"Japan",1,66,"married",7,7
392071261,"Japan",0,22,"single",6,6
392071262,"Japan",1,44,"married",7,8
392071263,"Japan",1,20,"single",4,8
392071264,"Japan",1,23,"single",5,4
392071265,"Japan",1,71,"married",7,7
392071266,"Japan",1,34,"married",8,7
392071267,"Japan",0,50,"married",7,7
392071268,"Japan",0,23,"single",6,6
392071269,"Japan",0,50,"married",6,6
392071270,"Japan",1,72,"married",8,8
392071271,"Japan",1,38,"married",9,9
392071272,"Japan",0,35,"married",6,7
392071273,"Japan",1,46,"married",7,6
392071274,"Japan",0,72,"married",7,6
392071275,"Japan",0,66,"married",8,8
392071276,"Japan",1,28,"single",10,9
392071277,"Japan",1,37,"married",7,7
392071278,"Japan",1,82,"widowed",8,10
392071279,"Japan",0,36,"married",8,8
392071280,"Japan",1,47,"married",8,8
392071281,"Japan",1,63,"married",5,8
392071282,"Japan",1,29,"married",6,7
392071283,"Japan",0,75,"married",4,4
392071284,"Japan",1,45,"married",6,7
392071285,"Japan",1,43,"married",5,8
392071286,"Japan",1,51,"married",3,7
392071287,"Japan",1,54,"married",5,5
392071288,"Japan",1,50,"married",5,5
392071289,"Japan",1,64,"married",3,5
392071290,"Japan",0,77,"married",7,4
392071291,"Japan",1,53,"married",7,8
392071292,"Japan",1,76,"married",NA,5
392071293,"Japan",1,50,"divorced",5,3
392071294,"Japan",1,24,"single",9,5
392071295,"Japan",1,50,"married",7,7
392071296,"Japan",0,81,"married",7,7
392071297,"Japan",0,64,"divorced",7,6
392071298,"Japan",0,53,"married",4,6
392071299,"Japan",1,44,"married",4,4
392071300,"Japan",0,31,"married",7,8
392071301,"Japan",1,63,"married",4,7
392071302,"Japan",0,81,"widowed",6,7
392071303,"Japan",1,33,"single",2,4
392071304,"Japan",0,41,"married",7,8
392071305,"Japan",0,54,"married",7,8
392071306,"Japan",1,50,"married",8,9
392071307,"Japan",1,49,"divorced",6,5
392071308,"Japan",1,38,"married",6,7
392071309,"Japan",1,76,"married",6,7
392071310,"Japan",1,75,"married",5,5
392071311,"Japan",1,70,"married",3,4
392071312,"Japan",1,53,"married",4,4
392071313,"Japan",1,55,"divorced",4,6
392071314,"Japan",1,32,"married",3,2
392071315,"Japan",0,48,"married",8,8
392071316,"Japan",0,45,"married",7,9
392071317,"Japan",1,67,"divorced",10,7
392071318,"Japan",1,82,"married",5,7
392071319,"Japan",0,49,"married",3,2
392071320,"Japan",1,55,"married",8,8
392071321,"Japan",1,32,"married",7,8
392071322,"Japan",1,53,"single",7,6
392071323,"Japan",0,52,"single",6,7
392071324,"Japan",1,47,"single",8,10
392071325,"Japan",0,50,"divorced",3,5
392071326,"Japan",0,53,NA,5,4
392071327,"Japan",1,75,"widowed",4,7
392071328,"Japan",0,26,"married",5,7
392071329,"Japan",1,76,"widowed",1,10
392071330,"Japan",1,19,"single",7,5
392071331,"Japan",1,38,"married",4,6
392071332,"Japan",0,76,"married",5,7
392071333,"Japan",0,20,"single",10,7
392071334,"Japan",1,71,"widowed",5,5
392071335,"Japan",1,72,"married",NA,NA
392071336,"Japan",1,25,"divorced",4,5
392071337,"Japan",0,82,"married",7,8
392071338,"Japan",1,77,"widowed",1,NA
392071339,"Japan",0,65,"married",5,5
392071340,"Japan",1,77,"married",7,8
392071341,"Japan",1,21,"single",7,7
392071342,"Japan",0,34,"married",8,4
392071343,"Japan",0,34,"married",5,4
392071344,"Japan",0,54,"married",8,8
392071345,"Japan",0,46,"divorced",9,9
392071346,"Japan",0,46,"married",5,5
392071347,"Japan",1,83,"married",8,9
392071348,"Japan",1,27,"married",7,7
392071349,"Japan",1,63,"married",8,9
392071350,"Japan",0,56,"married",8,8
392071351,"Japan",0,78,"married",9,8
392071352,"Japan",0,38,"married",6,8
392071353,"Japan",1,23,"single",6,4
410070001,"Korea, Republic of",1,64,"married",8,7
410070002,"Korea, Republic of",0,67,"married",5,6
410070003,"Korea, Republic of",0,58,"married",8,8
410070004,"Korea, Republic of",1,57,"married",5,6
410070005,"Korea, Republic of",0,29,"single",8,8
410070006,"Korea, Republic of",1,44,"divorced",4,5
410070007,"Korea, Republic of",1,38,"married",4,7
410070008,"Korea, Republic of",0,24,"single",6,9
410070009,"Korea, Republic of",1,68,"married",7,7
410070010,"Korea, Republic of",0,50,"married",8,8
410070011,"Korea, Republic of",1,60,"married",8,8
410070012,"Korea, Republic of",1,48,"married",8,7
410070013,"Korea, Republic of",0,48,"married",7,8
410070014,"Korea, Republic of",1,39,"married",7,6
410070015,"Korea, Republic of",1,25,"single",7,4
410070016,"Korea, Republic of",1,59,"married",8,7
410070017,"Korea, Republic of",1,28,"single",7,6
410070018,"Korea, Republic of",1,64,"married",6,6
410070019,"Korea, Republic of",0,21,"single",8,7
410070020,"Korea, Republic of",1,52,"married",6,5
410070021,"Korea, Republic of",0,63,"married",9,7
410070022,"Korea, Republic of",1,62,"married",5,6
410070023,"Korea, Republic of",0,50,"married",7,6
410070024,"Korea, Republic of",0,63,"married",9,8
410070025,"Korea, Republic of",0,30,"married",7,8
410070026,"Korea, Republic of",0,54,"married",7,7
410070027,"Korea, Republic of",1,35,"married",8,7
410070028,"Korea, Republic of",0,20,"single",6,6
410070029,"Korea, Republic of",1,39,"married",9,5
410070030,"Korea, Republic of",0,57,"married",7,8
410070031,"Korea, Republic of",0,50,"married",8,7
410070032,"Korea, Republic of",0,26,"single",7,6
410070033,"Korea, Republic of",1,59,"married",7,6
410070034,"Korea, Republic of",0,48,"married",6,6
410070035,"Korea, Republic of",1,48,"married",7,6
410070036,"Korea, Republic of",1,29,"married",6,7
410070037,"Korea, Republic of",1,56,"widowed",7,6
410070038,"Korea, Republic of",1,52,"married",8,5
410070039,"Korea, Republic of",1,50,"married",7,7
410070040,"Korea, Republic of",1,55,"married",8,6
410070041,"Korea, Republic of",1,63,"married",7,8
410070042,"Korea, Republic of",0,68,"married",8,7
410070043,"Korea, Republic of",1,37,"married",7,7
410070044,"Korea, Republic of",0,78,"married",7,7
410070045,"Korea, Republic of",1,18,"single",8,7
410070046,"Korea, Republic of",0,46,"married",4,5
410070047,"Korea, Republic of",0,18,"single",5,5
410070048,"Korea, Republic of",1,60,"married",7,7
410070049,"Korea, Republic of",0,44,"single",4,5
410070050,"Korea, Republic of",0,69,"married",8,7
410070051,"Korea, Republic of",1,49,"married",8,7
410070052,"Korea, Republic of",0,26,"single",7,7
410070053,"Korea, Republic of",0,54,"married",7,7
410070054,"Korea, Republic of",0,43,"married",7,6
410070055,"Korea, Republic of",1,82,"married",7,6
410070056,"Korea, Republic of",0,39,"married",7,7
410070057,"Korea, Republic of",1,47,"married",7,8
410070058,"Korea, Republic of",0,28,"single",8,7
410070059,"Korea, Republic of",0,56,"married",7,6
410070060,"Korea, Republic of",0,33,"married",7,7
410070061,"Korea, Republic of",0,48,"divorced",7,6
410070062,"Korea, Republic of",1,42,"married",9,7
410070063,"Korea, Republic of",0,28,"single",6,6
410070064,"Korea, Republic of",1,36,"married",7,8
410070065,"Korea, Republic of",0,30,"single",8,8
410070066,"Korea, Republic of",1,58,"married",7,7
410070067,"Korea, Republic of",1,28,"married",4,4
410070068,"Korea, Republic of",1,47,"married",6,7
410070069,"Korea, Republic of",0,40,"married",9,8
410070070,"Korea, Republic of",1,45,"married",8,8
410070071,"Korea, Republic of",0,44,"single",9,6
410070072,"Korea, Republic of",0,25,"single",7,7
410070073,"Korea, Republic of",1,49,"married",5,7
410070074,"Korea, Republic of",1,51,"married",8,7
410070075,"Korea, Republic of",1,60,"married",8,8
410070076,"Korea, Republic of",1,19,"single",7,4
410070077,"Korea, Republic of",1,54,"married",7,7
410070078,"Korea, Republic of",1,33,"married",7,8
410070079,"Korea, Republic of",1,46,"married",5,7
410070080,"Korea, Republic of",0,58,"married",7,7
410070081,"Korea, Republic of",0,44,"married",7,5
410070082,"Korea, Republic of",1,25,"single",8,6
410070083,"Korea, Republic of",1,48,"married",4,6
410070084,"Korea, Republic of",1,62,"married",7,7
410070085,"Korea, Republic of",0,25,"married",8,7
410070086,"Korea, Republic of",0,59,"married",3,6
410070087,"Korea, Republic of",0,22,"single",7,7
410070088,"Korea, Republic of",0,65,"married",5,5
410070089,"Korea, Republic of",1,33,"married",9,7
410070090,"Korea, Republic of",1,52,"married",6,7
410070091,"Korea, Republic of",0,30,"single",9,8
410070092,"Korea, Republic of",1,38,"married",7,8
410070093,"Korea, Republic of",1,50,"married",4,5
410070094,"Korea, Republic of",0,53,"married",8,7
410070095,"Korea, Republic of",1,61,"married",8,8
410070096,"Korea, Republic of",1,42,"married",9,8
410070097,"Korea, Republic of",0,62,"married",8,6
410070098,"Korea, Republic of",1,45,"married",9,7
410070099,"Korea, Republic of",1,23,"single",8,8
410070100,"Korea, Republic of",0,57,"married",8,8
410070101,"Korea, Republic of",1,60,"living together as married",2,4
410070102,"Korea, Republic of",1,27,"single",5,7
410070103,"Korea, Republic of",0,44,"married",9,8
410070104,"Korea, Republic of",1,59,"married",5,5
410070105,"Korea, Republic of",0,20,"single",8,7
410070106,"Korea, Republic of",0,35,"single",10,9
410070107,"Korea, Republic of",0,40,"married",7,8
410070108,"Korea, Republic of",1,63,"married",5,5
410070109,"Korea, Republic of",1,18,"single",6,5
410070110,"Korea, Republic of",0,57,"married",7,6
410070111,"Korea, Republic of",0,58,"single",6,6
410070112,"Korea, Republic of",0,28,"single",7,7
410070113,"Korea, Republic of",1,34,"married",7,8
410070114,"Korea, Republic of",0,69,"married",9,4
410070115,"Korea, Republic of",1,88,"widowed",7,4
410070116,"Korea, Republic of",1,79,"widowed",7,4
410070117,"Korea, Republic of",1,39,"married",6,8
410070118,"Korea, Republic of",0,21,"single",7,7
410070119,"Korea, Republic of",0,64,"married",4,4
410070120,"Korea, Republic of",0,56,"married",4,4
410070121,"Korea, Republic of",0,53,"married",9,7
410070122,"Korea, Republic of",1,62,"married",7,7
410070123,"Korea, Republic of",1,50,"married",7,7
410070124,"Korea, Republic of",1,32,"single",8,7
410070125,"Korea, Republic of",0,27,"single",7,5
410070126,"Korea, Republic of",0,48,"married",5,6
410070127,"Korea, Republic of",0,31,"single",8,8
410070128,"Korea, Republic of",0,38,"married",8,7
410070129,"Korea, Republic of",1,45,"married",7,7
410070130,"Korea, Republic of",1,29,"married",7,8
410070131,"Korea, Republic of",0,46,"married",8,8
410070132,"Korea, Republic of",0,37,"single",7,8
410070133,"Korea, Republic of",1,55,"married",6,6
410070134,"Korea, Republic of",1,79,"married",6,5
410070135,"Korea, Republic of",0,47,"single",3,4
410070136,"Korea, Republic of",0,38,"married",5,7
410070137,"Korea, Republic of",0,60,"married",7,6
410070138,"Korea, Republic of",1,41,"married",6,7
410070139,"Korea, Republic of",1,56,"married",6,6
410070140,"Korea, Republic of",0,70,"married",7,9
410070141,"Korea, Republic of",0,19,"single",3,3
410070142,"Korea, Republic of",1,40,"married",10,6
410070143,"Korea, Republic of",0,53,"married",7,7
410070144,"Korea, Republic of",1,21,"single",8,8
410070145,"Korea, Republic of",0,38,"single",7,7
410070146,"Korea, Republic of",0,33,"single",5,6
410070147,"Korea, Republic of",0,38,"married",7,7
410070148,"Korea, Republic of",0,75,"married",6,8
410070149,"Korea, Republic of",0,57,"married",6,6
410070150,"Korea, Republic of",0,65,"married",7,6
410070151,"Korea, Republic of",1,57,"married",7,5
410070152,"Korea, Republic of",1,44,"married",7,7
410070153,"Korea, Republic of",1,71,"married",5,6
410070154,"Korea, Republic of",0,43,"married",7,7
410070155,"Korea, Republic of",1,41,"married",7,7
410070156,"Korea, Republic of",0,21,"single",7,7
410070157,"Korea, Republic of",1,28,"single",7,8
410070158,"Korea, Republic of",0,28,"single",5,6
410070159,"Korea, Republic of",0,49,"married",3,5
410070160,"Korea, Republic of",0,24,"single",7,6
410070161,"Korea, Republic of",1,35,"married",6,7
410070162,"Korea, Republic of",1,26,"married",8,7
410070163,"Korea, Republic of",0,34,"single",6,7
410070164,"Korea, Republic of",1,38,"married",7,7
410070165,"Korea, Republic of",1,44,"married",6,6
410070166,"Korea, Republic of",0,55,"married",7,7
410070167,"Korea, Republic of",0,46,"married",4,5
410070168,"Korea, Republic of",0,47,"married",7,6
410070169,"Korea, Republic of",1,58,"married",8,8
410070170,"Korea, Republic of",1,20,"single",9,8
410070171,"Korea, Republic of",1,60,"married",7,7
410070172,"Korea, Republic of",1,42,"married",8,7
410070173,"Korea, Republic of",0,32,"single",8,7
410070174,"Korea, Republic of",0,60,"married",7,5
410070175,"Korea, Republic of",1,62,"married",5,4
410070176,"Korea, Republic of",0,62,"married",7,8
410070177,"Korea, Republic of",1,58,"married",7,6
410070178,"Korea, Republic of",1,40,"married",7,7
410070179,"Korea, Republic of",0,32,"single",8,7
410070180,"Korea, Republic of",0,62,"married",8,6
410070181,"Korea, Republic of",1,20,"single",7,7
410070182,"Korea, Republic of",1,27,"single",8,8
410070183,"Korea, Republic of",0,63,"married",7,7
410070184,"Korea, Republic of",1,59,"married",8,6
410070185,"Korea, Republic of",1,32,"married",8,8
410070186,"Korea, Republic of",1,64,"married",8,7
410070187,"Korea, Republic of",0,20,"single",8,5
410070188,"Korea, Republic of",0,59,"married",7,6
410070189,"Korea, Republic of",1,60,"married",7,8
410070190,"Korea, Republic of",0,55,"married",7,6
410070191,"Korea, Republic of",1,51,"married",7,8
410070192,"Korea, Republic of",0,75,"married",7,7
410070193,"Korea, Republic of",1,56,"married",9,6
410070194,"Korea, Republic of",0,49,"married",6,7
410070195,"Korea, Republic of",1,20,"single",8,8
410070196,"Korea, Republic of",0,18,"single",9,9
410070197,"Korea, Republic of",0,50,"single",8,8
410070198,"Korea, Republic of",0,63,"married",9,8
410070199,"Korea, Republic of",0,33,"single",8,8
410070200,"Korea, Republic of",1,59,"widowed",9,6
410070201,"Korea, Republic of",1,62,"married",7,9
410070202,"Korea, Republic of",1,58,"married",6,7
410070203,"Korea, Republic of",1,18,"single",8,8
410070204,"Korea, Republic of",1,47,"married",6,7
410070205,"Korea, Republic of",0,48,"married",5,5
410070206,"Korea, Republic of",0,48,"married",7,8
410070207,"Korea, Republic of",1,59,"widowed",7,7
410070208,"Korea, Republic of",1,35,"married",7,7
410070209,"Korea, Republic of",1,47,"married",8,8
410070210,"Korea, Republic of",0,37,"single",7,6
410070211,"Korea, Republic of",0,69,"married",5,5
410070212,"Korea, Republic of",1,47,"married",8,7
410070213,"Korea, Republic of",1,18,"single",7,6
410070214,"Korea, Republic of",0,48,"married",8,7
410070215,"Korea, Republic of",0,28,"single",8,8
410070216,"Korea, Republic of",0,61,"married",8,6
410070217,"Korea, Republic of",0,46,"married",7,8
410070218,"Korea, Republic of",0,35,"married",8,5
410070219,"Korea, Republic of",0,24,"single",5,7
410070220,"Korea, Republic of",0,66,"married",8,8
410070221,"Korea, Republic of",0,24,"single",8,8
410070222,"Korea, Republic of",0,45,"married",8,8
410070223,"Korea, Republic of",0,65,"married",5,5
410070224,"Korea, Republic of",1,28,"single",7,8
410070225,"Korea, Republic of",1,27,"single",8,7
410070226,"Korea, Republic of",1,57,"married",8,6
410070227,"Korea, Republic of",0,59,"married",5,5
410070228,"Korea, Republic of",1,46,"single",7,7
410070229,"Korea, Republic of",0,18,"single",7,5
410070230,"Korea, Republic of",1,61,"married",8,8
410070231,"Korea, Republic of",1,55,"married",6,6
410070232,"Korea, Republic of",0,44,"married",7,6
410070233,"Korea, Republic of",0,29,"single",9,7
410070234,"Korea, Republic of",1,49,"married",6,6
410070235,"Korea, Republic of",0,18,"single",7,5
410070236,"Korea, Republic of",1,67,"married",6,6
410070237,"Korea, Republic of",1,44,"married",8,6
410070238,"Korea, Republic of",0,41,"married",4,7
410070239,"Korea, Republic of",0,57,"married",8,7
410070240,"Korea, Republic of",1,34,"single",7,7
410070241,"Korea, Republic of",1,46,"married",6,5
410070242,"Korea, Republic of",1,69,"widowed",8,8
410070243,"Korea, Republic of",1,56,"separated",5,4
410070244,"Korea, Republic of",1,42,"married",8,8
410070245,"Korea, Republic of",1,56,"married",8,7
410070246,"Korea, Republic of",0,24,"single",9,9
410070247,"Korea, Republic of",1,54,"married",8,7
410070248,"Korea, Republic of",1,64,"married",9,9
410070249,"Korea, Republic of",0,55,"married",8,9
