"Participant.ID","Country.name","Gender","Age","relationship_status","Freedom.of.Choice","Satisfaction.with.life"
364072775,"Iran, Islamic Republic of",0,69,"married",NA,6
364072776,"Iran, Islamic Republic of",0,65,"married",10,10
364072777,"Iran, Islamic Republic of",1,29,"married",10,6
364072778,"Iran, Islamic Republic of",1,38,"married",3,6
364072779,"Iran, Islamic Republic of",0,19,"single",7,7
364072780,"Iran, Islamic Republic of",0,26,"married",5,1
364072781,"Iran, Islamic Republic of",0,38,"married",10,7
364072782,"Iran, Islamic Republic of",1,34,"married",6,5
364072783,"Iran, Islamic Republic of",0,54,"married",4,1
364072784,"Iran, Islamic Republic of",0,29,"single",1,2
364072785,"Iran, Islamic Republic of",0,26,"single",5,7
364072787,"Iran, Islamic Republic of",0,59,"married",7,1
364072788,"Iran, Islamic Republic of",0,19,"single",5,8
364072790,"Iran, Islamic Republic of",0,21,"single",5,6
364072791,"Iran, Islamic Republic of",1,44,"married",4,5
364072792,"Iran, Islamic Republic of",1,25,"single",7,8
364072793,"Iran, Islamic Republic of",0,43,"married",5,1
364072794,"Iran, Islamic Republic of",0,40,"married",5,1
364072795,"Iran, Islamic Republic of",1,39,"married",1,1
364072796,"Iran, Islamic Republic of",0,42,"married",5,6
364072797,"Iran, Islamic Republic of",1,35,"single",8,2
364072798,"Iran, Islamic Republic of",1,21,"single",5,6
364072799,"Iran, Islamic Republic of",1,42,"single",8,7
364072800,"Iran, Islamic Republic of",1,28,"married",6,3
364072802,"Iran, Islamic Republic of",0,46,"married",5,5
364072803,"Iran, Islamic Republic of",0,54,"married",7,5
364072804,"Iran, Islamic Republic of",1,45,"married",1,1
364072805,"Iran, Islamic Republic of",1,39,"married",5,1
364072807,"Iran, Islamic Republic of",0,24,"single",1,2
364072808,"Iran, Islamic Republic of",0,50,"married",7,1
364072810,"Iran, Islamic Republic of",0,55,"married",10,7
364072811,"Iran, Islamic Republic of",0,19,"single",5,8
364072812,"Iran, Islamic Republic of",0,71,"married",4,7
364072813,"Iran, Islamic Republic of",1,99,"married",7,5
364072814,"Iran, Islamic Republic of",0,39,"married",8,10
364072815,"Iran, Islamic Republic of",1,57,"widowed",5,5
364072817,"Iran, Islamic Republic of",0,61,"married",5,3
364072818,"Iran, Islamic Republic of",0,46,"married",5,5
364072820,"Iran, Islamic Republic of",0,27,"single",7,6
364072821,"Iran, Islamic Republic of",1,21,"single",6,8
364072822,"Iran, Islamic Republic of",0,18,"single",8,7
364072823,"Iran, Islamic Republic of",0,53,"married",10,6
364072825,"Iran, Islamic Republic of",0,72,"married",5,1
364072826,"Iran, Islamic Republic of",1,42,"married",8,10
364072827,"Iran, Islamic Republic of",1,33,"married",10,10
364072828,"Iran, Islamic Republic of",0,28,"single",10,5
364072829,"Iran, Islamic Republic of",1,42,"married",10,8
364072831,"Iran, Islamic Republic of",0,26,"married",8,1
364072834,"Iran, Islamic Republic of",1,46,"married",5,3
364072835,"Iran, Islamic Republic of",0,62,"married",10,5
364072836,"Iran, Islamic Republic of",0,28,"married",5,3
364072839,"Iran, Islamic Republic of",0,44,"married",10,5
364072840,"Iran, Islamic Republic of",0,65,"married",8,1
364072841,"Iran, Islamic Republic of",0,52,"married",5,4
364072843,"Iran, Islamic Republic of",1,50,"married",1,5
364072845,"Iran, Islamic Republic of",0,47,"married",5,9
364072846,"Iran, Islamic Republic of",0,37,"married",10,9
364072848,"Iran, Islamic Republic of",0,39,"married",7,7
364072850,"Iran, Islamic Republic of",0,32,"married",6,5
364072852,"Iran, Islamic Republic of",1,23,"single",8,9
364072853,"Iran, Islamic Republic of",0,52,"married",6,1
364072854,"Iran, Islamic Republic of",0,43,"married",10,9
364072856,"Iran, Islamic Republic of",0,33,"married",7,7
364072857,"Iran, Islamic Republic of",1,63,"married",10,7
364072858,"Iran, Islamic Republic of",0,36,"married",8,8
